,Country,Reactor Code,Reactor Name,Type,Model,Capacity (MW)-Thermal,Capacity (MW)-Gross,Capacity (MW)-Net,Operator,"NSSS
supplier","Construction
start","Grid
connection","Commercial
operation",EAF %,UCF %,Non-,Latitude, Longitude
0,INDIA,IN -25,KUDANKULAM-1,PWR,VVER V-412,3000,1000,932,NPCIL,MAEP,2002-3,2013-10,2014-12,52.15391645,52.15391645,-,8.168889,77.7125
1,INDIA,IN -26,KUDANKULAM-2,PWR,VVER V-412,3000,1000,932,NPCIL,MAEP,2002-7,2016-8,2017-3,45.97445934,45.97445934,-,8.16889,77.7125
2,CHINA,CN -36,CHANGJIANG-1,PWR,CNP-600,1930,650,601,HNPC,DEC,2010-4,2015-11,2015-12,87.23255067,87.23255067,-,19.46075,108.8999167
3,CHINA,CN -37,CHANGJIANG-2,PWR,CNP-600,1930,650,601,HNPC,DEC,2010-11,2016-6,2016-8,87.47517464,87.47517464,-,19.46075,108.8999167
4,MEXICO,MX -1,LAGUNA VERDE-1,BWR,BWR-5,2317,805,777,CFE,GE,1976-10,1989-4,1990-7,76.83934936,78.66529799,-,19.72083,96.40639
5,MEXICO,MX -2,LAGUNA VERDE-2,BWR,BWR-5,2317,803,775,CFE,GE,1977-6,1994-11,1995-4,81.55309096,82.9956119,-,19.72083,96.40639
6,INDIA,IN -1,TARAPUR-1,BWR,BWR-1 (Mark 2),530,160,150,NPCIL,GE,1964-10,1969-4,1969-10,69.85193806,70.44363058,-,19.8289806,72.6612056
7,INDIA,IN -2,TARAPUR-2,BWR,BWR-1 (Mark 2),530,160,150,NPCIL,GE,1964-10,1969-5,1969-10,74.32865553,75.03955975,-,19.8289806,72.6612056
8,INDIA,IN -23,TARAPUR-3,PHWR,Horizontal Pre,1730,540,490,NPCIL,NPCIL,2000-5,2006-6,2006-8,85.24523966,89.00068355,-,19.8289806,72.6612056
9,INDIA,IN -24,TARAPUR-4,PHWR,Horizontal Pre,1730,540,490,NPCIL,NPCIL,2000-3,2005-6,2005-9,77.74645994,85.21969413,-,19.8289806,72.6612056
10,CHINA,CN -38,FANGCHENGGANG-1,PWR,CPR-1000,2905,1086,1000,GFNPC,DEC,2010-7,2015-10,2016-1,91.57124393,91.65618686,-,21.67083,108.55833
11,CHINA,CN -39,FANGCHENGGANG-2,PWR,CPR-1000,2905,1086,1000,GFNPC,DEC,2010-12,2016-7,2016-10,91.45607017,91.54684127,-,21.67083,108.55833
12,CHINA,CN -22,YANGJIANG-1,PWR,CPR-1000,2905,1086,1000,YJNPC,CFHI,2008-12,2013-12,2014-3,89.26347183,89.31682837,-,21.70833,112.26111
13,CHINA,CN -23,YANGJIANG-2,PWR,CPR-1000,2905,1086,1000,YJNPC,CFHI,2009-6,2015-3,2015-6,90.26093729,90.35531067,-,21.70833,112.26111
14,CHINA,CN -40,YANGJIANG-3,PWR,CPR-1000,2905,1086,1000,YJNPC,CFHI,2010-11,2015-10,2016-1,92.07751426,92.40078514,-,21.70833,112.26111
15,CHINA,CN -41,YANGJIANG-4,PWR,CPR-1000,2905,1086,1000,YJNPC,CFHI,2012-11,2017-1,2017-3,88.5329416,88.64515524,-,21.70833,112.26111
16,CHINA,CN -47,YANGJIANG-5,PWR,ACPR-1000,2905,1086,1000,YJNPC,CFHI,2013-9,2018-5,2018-7,87.97546979,88.25297587,-,21.70833,112.26111
17,CHINA,CN -48,YANGJIANG-6,PWR,ACPR-1000,2905,1086,1000,YJNPC,CFHI,2013-12,2019-6,2019-7,99.99669118,99.99669118,-,21.70833,112.26111
18,CHINA,CN -32,TAISHAN-1,PWR,EPR-1750,4590,1750,1660,TNPJVC,AREVA,2009-11,2018-6,2018-12,90.27783425,90.27783425,-,21.91778,112.98194
19,CHINA,CN -33,TAISHAN-2,PWR,EPR-1750,4590,1750,1660,TNPJVC,AREVA,2010-4,2019-6,—,0,0,-,21.91778,112.98194
20,CHINA,CN -2,DAYA BAY-1,PWR,M310,2905,984,944,DNMC,FRAM,1987-8,1993-8,1994-2,90.57189926,90.65996338,-,22.59722,114.54444
21,CHINA,CN -3,DAYA BAY-2,PWR,M310,2905,984,944,DNMC,FRAM,1988-4,1994-2,1994-5,90.58904647,90.70578908,-,22.59722,114.54444
22,CHINA,CN -6,LING AO-1,PWR,M310,2905,990,950,DNMC,FRAM,1997-5,2002-2,2002-5,90.61761634,90.98729215,-,22.6047889,114.5514889
23,CHINA,CN -7,LING AO-2,PWR,M310,2905,990,950,DNMC,FRAM,1997-11,2002-9,2003-1,91.51492059,91.86857962,-,22.6047889,114.5514889
24,CHINA,CN -12,LING AO-3,PWR,CPR-1000,2905,1086,1007,DNMC,DEC,2005-12,2010-7,2010-9,87.89539541,88.17158877,-,22.6047889,114.5514889
25,CHINA,CN -13,LING AO-4,PWR,CPR-1000,2905,1086,1007,DNMC,DEC,2006-6,2011-5,2011-8,89.75082611,90.0914123,-,22.6047889,114.5514889
26,BRAZIL,BR -1,ANGRA-1,PWR,WH 2LP,1882,640,609,ELETRONU,WH,1971-5,1982-4,1985-1,84.72602796,84.86226459,-,23.00833,44.45722
27,BRAZIL,BR -2,ANGRA-2,PWR,PRE KONVOI,3764,1350,1275,ELETRONU,KWU,1976-1,2000-7,2001-2,90.70490872,91.34354847,-,23.00833,44.45722
28,INDIA,IN -3,RAJASTHAN-1,PHWR,Horizontal Pre,346,100,90,NPCIL,AECL,1965-8,1972-11,1973-12,-8.26E-14,-8.26E-14,PH,24.87222,75.61389
29,INDIA,IN -4,RAJASTHAN-2,PHWR,Horizontal Pre,693,200,187,NPCIL,AECL/DAE,1968-4,1980-11,1981-4,78.23689054,81.24831753,PH,24.87222,75.61389
30,INDIA,IN -11,RAJASTHAN-3,PHWR,Horizontal Pre,801,220,202,NPCIL,NPCIL,1990-2,2000-3,2000-6,88.35443529,91.68745758,PH,24.87222,75.61389
31,INDIA,IN -12,RAJASTHAN-4,PHWR,Horizontal Pre,801,220,202,NPCIL,NPCIL,1990-10,2000-11,2000-12,91.03706664,93.00221402,PH,24.87222,75.61389
32,INDIA,IN -19,RAJASTHAN-5,PHWR,Horizontal Pre,801,220,202,NPCIL,NPCIL,2002-9,2009-12,2010-2,91.57705481,91.7530314,-,24.87222,75.61389
33,INDIA,IN -20,RAJASTHAN-6,PHWR,Horizontal Pre,801,220,202,NPCIL,NPCIL,2003-1,2010-3,2010-3,79.06281531,79.28740824,-,24.87222,75.61389
34,USA,US -250,TURKEY POINT-3,PWR,WH 3LP (DRYAMB,2644,829,837,FPL,WH,1967-4,1972-11,1972-12,87.29735893,87.43815018,-,25.43417,80.33056
35,USA,US -251,TURKEY POINT-4,PWR,WH 3LP (DRYAMB,2644,829,821,FPL,WH,1967-4,1973-6,1973-9,89.9170259,89.9170259,-,25.43417,80.33056
36,CHINA,CN -20,FUQING-1,PWR,CNP-1000,2905,1089,1000,FQNP,NPIC,2008-11,2014-8,2014-11,87.90236717,88.01735999,-,25.44583,119.44722
37,CHINA,CN -21,FUQING-2,PWR,CNP-1000,2905,1089,1000,FQNP,NPIC,2009-6,2015-8,2015-10,88.41530803,88.56454971,-,25.44583,119.44722
38,CHINA,CN -42,FUQING-3,PWR,CNP-1000,2905,1089,1000,FQNP,NPIC,2010-12,2016-9,2016-10,89.27069132,89.51124423,-,25.44583,119.44722
39,CHINA,CN -43,FUQING-4,PWR,CNP-1000,2905,1089,1000,FQNP,NPIC,2012-11,2017-7,2017-9,86.28271492,86.49640612,-,25.44583,119.44722
40,CHINA,CN -18,NINGDE-1,PWR,CPR-1000,2905,1089,1018,NDNP,DEC,2008-2,2012-12,2013-4,86.80363371,86.91347728,-,27.04444,120.28333
41,CHINA,CN -19,NINGDE-2,PWR,CPR-1000,2905,1089,1018,NDNP,SHE,2008-11,2014-1,2014-5,90.3120751,90.33693149,-,27.04444,120.28333
42,CHINA,CN -34,NINGDE-3,PWR,CPR-1000,2905,1089,1018,NDNP,CFHI,2010-1,2015-3,2015-6,90.37145029,90.38164321,-,27.04444,120.28333
43,CHINA,CN -35,NINGDE-4,PWR,CPR-1000,2905,1089,1018,NDNP,CFHI,2010-9,2016-3,2016-7,92.63310501,92.63310501,-,27.04444,120.28333
44,USA,US -498,SOUTH TEXAS-1,PWR,WH 4LP (DRYAMB,3853,1354,1280,STP,WH,1975-12,1988-3,1988-8,90.89466901,90.89466901,-,28.79556,96.04889
45,USA,US -499,SOUTH TEXAS-2,PWR,WH 4LP (DRYAMB,3853,1354,1280,STP,WH,1975-12,1989-4,1989-6,86.13693291,86.13693291,-,28.79556,96.04889
46,CHINA,CN -28,SANMEN-1,PWR,AP-1000,3400,1251,1157,SMNPC,WH/MHI,2009-4,2018-6,2018-9,92.88916308,93.81349791,-,29.10111,121.64194
47,CHINA,CN -29,SANMEN-2,PWR,AP-1000,3400,1251,1157,SMNPC,WH/MHI,2009-12,2018-8,2018-11,19.85041488,19.85041488,-,29.10111,121.64194
48,USA,US -382,WATERFORD-3,PWR,CE 2LP (DRYAMB,3716,1250,1168,ENTERGY,CE,1974-11,1985-3,1985-9,89.1021586,89.25732295,-,29.99528,90.47111
49,CHINA,CN -1,QINSHAN-1,PWR,CNP-300,966,330,298,CNNO,CNNC,1985-3,1991-12,1994-4,87.11595437,87.22753337,-,30.43306,120.95
50,CHINA,CN -24,FANGJIASHAN-1,PWR,CPR-1000,2905,1089,1012,QNPC,NPIC,2008-12,2014-11,2014-12,90.87444822,91.35153726,-,30.441342,120.941758
51,CHINA,CN -25,FANGJIASHAN-2,PWR,CPR-1000,2905,1089,1012,QNPC,NPIC,2009-7,2015-1,2015-2,90.76793538,91.11603304,-,30.441342,120.941758
52,JAPAN,JP -28,SENDAI-1,PWR,M (3-loop),2660,890,846,KYUSHU,MHI,1979-12,1983-9,1984-7,46.10695495,46.10695495,-,31.83361,130.18972
53,JAPAN,JP -37,SENDAI-2,PWR,M (3-loop),2660,890,846,KYUSHU,MHI,1981-10,1985-4,1985-11,48.32668305,48.32668305,-,31.83361,130.18972
54,USA,US -416,GRAND GULF-1,BWR,BWR-6 (Mark 3),4408,1500,1401,ENTERGY,GE,1974-5,1984-10,1985-7,80.04800406,80.24706307,-,32.00722,91.04778
55,USA,US -445,COMANCHE PEAK-1,PWR,WH 4LP (DRYAMB,3612,1259,1205,LUMINANT,WH,1974-12,1990-4,1990-8,93.33736192,93.33736192,-,32.29833,97.785
56,USA,US -446,COMANCHE PEAK-2,PWR,WH 4LP (DRYAMB,3612,1250,1195,LUMINANT,WH,1974-12,1993-4,1993-8,92.23345011,92.23345011,-,32.29833,97.785
57,USA,US -424,VOGTLE-1,PWR,WH 4LP (DRYAMB,3626,1229,1150,SOUTHERN,WH,1976-8,1987-3,1987-6,94.7052676,94.7052676,-,33.14333,81.76056
58,USA,US -425,VOGTLE-2,PWR,WH 4LP (DRYAMB,3626,1229,1152,SOUTHERN,WH,1976-8,1989-4,1989-5,94.45445949,94.45445949,-,33.14333,81.76056
59,USA,US -528,PALO VERDE-1,PWR,CE80 2LP (DRYA,3990,1414,1311,APS,CE,1976-5,1985-6,1986-1,91.88920414,91.88920414,-,33.38917,112.865
60,USA,US -529,PALO VERDE-2,PWR,CE80 2LP (DRYA,3990,1414,1314,APS,CE,1976-6,1986-5,1986-9,93.09346465,93.09346465,-,33.38917,112.865
61,USA,US -530,PALO VERDE-3,PWR,CE80 2LP (DRYA,3990,1414,1312,APS,CE,1976-6,1987-11,1988-1,92.19179001,92.19179001,-,33.38917,112.865
62,JAPAN,JP -45,GENKAI-3,PWR,M (4-loop),3423,1180,1127,KYUSHU,MHI,1988-6,1993-6,1994-3,24.5049499,24.5049499,DS,33.51556,129.83722
63,JAPAN,JP -46,GENKAI-4,PWR,M (4-loop),3423,1180,1127,KYUSHU,MHI,1992-7,1996-11,1997-7,30.63241208,30.63241208,DS,33.51556,129.83722
64,SOUTH AFRICA,ZA -1,KOEBERG-1,PWR,CP1,2775,970,930,ESKOM,FRAM,1976-7,1984-4,1984-7,79.05768393,79.23022987,-,33.676444,18.4320472
65,SOUTH AFRICA,ZA -2,KOEBERG-2,PWR,CP1,2775,970,930,ESKOM,FRAM,1976-7,1985-7,1985-11,84.63366658,85.92586318,-,33.676444,18.4320472
66,USA,US -325,BRUNSWICK-1,BWR,BWR-4 (Mark 1),2923,990,938,PROGRESS,GE,1970-2,1976-12,1977-3,91.43751834,91.78258788,-,33.95833,78.01028
67,USA,US -324,BRUNSWICK-2,BWR,BWR-4 (Mark 1),2923,960,932,PROGRESS,GE,1970-2,1975-4,1975-11,92.13512339,92.37490376,-,33.95833,78.01028
68,ARGENTINA,AR -1,ATUCHA-1,PHWR,PHWR KWU,1179,362,340,NASA,SIEMENS,1968-6,1974-3,1974-6,81.59850229,81.78835291,-,33.96722,59.2075
69,ARGENTINA,AR -3,ATUCHA-2,PHWR,PHWR KWU,2160,745,693,NASA,SIEMENS,1981-7,2014-6,2016-5,56.76132832,56.76132832,-,33.96722,59.2075
70,JAPAN,JP -36,HAMAOKA-3,BWR,BWR-5,3293,1100,1056,CHUBU,TOSHIBA,1983-4,1987-1,1987-8,9.092563219,9.092739329,-,34.62361,138.1425
71,JAPAN,JP -49,HAMAOKA-4,BWR,BWR-5,3293,1137,1092,CHUBU,TOSHIBA,1989-10,1993-1,1993-9,10.42713562,10.43171186,-,34.62361,138.1425
72,JAPAN,JP -60,HAMAOKA-5,BWR,ABWR,3926,1380,1325,CHUBU,TOSHIBA,2000-7,2004-4,2005-1,2.914807283,4.760305716,-,34.62361,138.1425
73,CHINA,CN -10,TIANWAN-1,PWR,VVER V-428,3000,1060,990,JNPC,IZ,1999-10,2006-5,2007-5,89.27498354,89.44407564,-,34.68694,119.45972
74,CHINA,CN -11,TIANWAN-2,PWR,VVER V-428,3000,1060,990,JNPC,IZ,2000-9,2007-5,2007-8,89.50557046,89.6745712,-,34.68694,119.45972
75,CHINA,CN -45,TIANWAN-3,PWR,VVER V-428M,3000,1126,1045,JNPC,IZ,2012-12,2017-12,2018-2,85.82825944,86.15864889,-,34.68694,119.45972
76,CHINA,CN -46,TIANWAN-4,PWR,VVER V-428M,3000,1126,1045,JNPC,IZ,2013-9,2018-10,2018-12,84.62682594,84.71421752,-,34.68694,119.45972
77,USA,US -259,BROWNS FERRY-1,BWR,BWR-4 (Mark 1),3458,1256,1200,TVA,GE,1967-5,1973-10,1974-8,93.49562,94.11701083,-,34.70389,87.11861
78,USA,US -260,BROWNS FERRY-2,BWR,BWR-4 (Mark 1),3458,1259,1200,TVA,GE,1967-5,1974-8,1975-3,92.59938897,93.35197965,-,34.70389,87.11861
79,USA,US -296,BROWNS FERRY-3,BWR,BWR-4 (Mark 1),3458,1260,1210,TVA,GE,1968-7,1976-9,1977-3,91.57817197,92.50605062,-,34.70389,87.11861
80,USA,US -269,OCONEE-1,PWR,B&W LLP (DRYAM,2568,891,847,DUKEENER,B&W,1967-11,1973-5,1973-7,92.81532806,92.81532806,-,34.79389,82.89806
81,USA,US -270,OCONEE-2,PWR,B&W LLP (DRYAM,2568,891,848,DUKEENER,B&W,1967-11,1973-12,1974-9,94.1060858,94.1060858,-,34.79389,82.89806
82,USA,US -287,OCONEE-3,PWR,B&W LLP (DRYAM,2568,900,859,DUKEENER,B&W,1967-11,1974-9,1974-12,95.05784661,95.05784661,-,34.79389,82.89806
83,USA,US -413,CATAWBA-1,PWR,WH 4LP (ICECND,3411,1188,1160,DUKEENER,WH,1974-5,1985-1,1985-6,93.76694793,93.76694793,-,35.0517,81.07
84,USA,US -414,CATAWBA-2,PWR,WH 4LP (ICECND,3411,1188,1150,DUKEENER,WH,1974-5,1986-5,1986-8,93.76578749,93.76578749,-,35.0517,81.07
85,USA,US -275,DIABLO CANYON-1,PWR,WH 4LP (DRYAMB,3411,1197,1138,PG&E,WH,1968-4,1984-11,1985-5,92.1800617,92.1800617,-,35.21083,120.85611
86,USA,US -323,DIABLO CANYON-2,PWR,WH 4LP (DRYAMB,3411,1197,1118,PG&E,WH,1970-12,1985-10,1986-3,91.73851436,91.81538916,-,35.21083,120.85611
87,USA,US -327,SEQUOYAH-1,PWR,WH 4LP (ICECND,3455,1221,1152,TVA,WH,1970-5,1980-7,1981-7,89.50853764,89.66142016,-,35.22639,85.09167
88,USA,US -328,SEQUOYAH-2,PWR,WH 4LP (ICECND,3455,1200,1139,TVA,WH,1970-5,1981-12,1982-6,92.04134465,92.04134465,-,35.22639,85.09167
89,USA,US -313,ANO-1,PWR,B&W LLP (DRYAM,2568,903,836,ENTERGY,B&W,1968-10,1974-8,1974-12,86.9180286,87.50774113,-,35.31028,93.23139
90,USA,US -368,ANO-2,PWR,CE 2LP (DRYAMB,3026,1065,988,ENTERGY,CE,1968-12,1978-12,1980-3,85.92604679,85.92604679,-,35.31028,93.23139
91,"KOREA, REP. OF",KR -2,KORI-2,PWR,WH F,1882,681,640,KHNP,WH,1977-12,1983-4,1983-7,83.64306742,84.61659193,-,35.319904,129.290053
92,"KOREA, REP. OF",KR -5,KORI-3,PWR,WH F,2912,1045,1011,KHNP,WH,1979-10,1985-1,1985-9,76.76088996,76.85329753,-,35.319904,129.290053
93,"KOREA, REP. OF",KR -6,KORI-4,PWR,WH F,2912,1045,1012,KHNP,WH,1980-4,1985-12,1986-4,77.7401601,77.82556624,-,35.319904,129.290053
94,"KOREA, REP. OF",KR -7,HANBIT-1,PWR,WH F,2787,1028,995,KHNP,WH,1981-6,1986-3,1986-8,76.92534843,77.3941709,-,35.415,126.42389
95,"KOREA, REP. OF",KR -8,HANBIT-2,PWR,WH F,2787,1025,988,KHNP,WH,1981-12,1986-11,1987-6,77.1323107,77.42342585,-,35.415,126.42389
96,"KOREA, REP. OF",KR -11,HANBIT-3,PWR,OPR-1000,2825,1037,986,KHNP,DHICKAEC,1989-12,1994-10,1995-3,66.57805634,66.86821492,-,35.415,126.42389
97,"KOREA, REP. OF",KR -12,HANBIT-4,PWR,OPR-1000,2825,1022,970,KHNP,DHICKAEC,1990-5,1995-7,1996-1,64.52898977,64.88636343,-,35.415,126.42389
98,"KOREA, REP. OF",KR -17,HANBIT-5,PWR,OPR-1000,2825,1049,992,KHNP,DHICKOPC,1997-6,2001-12,2002-5,87.36142275,87.69089603,-,35.415,126.42389
99,"KOREA, REP. OF",KR -18,HANBIT-6,PWR,OPR-1000,2825,1051,993,KHNP,DHICKOPC,1997-11,2002-9,2002-12,84.10074131,84.37922294,-,35.415,126.42389
100,USA,US -369,MCGUIRE-1,PWR,WH 4LP (ICECND,3411,1215,1158,DUKEENER,WH,1971-4,1981-9,1981-12,92.56221797,92.56221797,-,35.4325,80.94833
101,USA,US -370,MCGUIRE-2,PWR,WH 4LP (ICECND,3411,1215,1158,DUKEENER,WH,1971-4,1983-5,1984-3,93.23856024,93.23856024,-,35.4325,80.94833
102,JAPAN,JP -8,TAKAHAMA-1,PWR,M (3-loop),2440,826,780,KEPCO,WH/MHI,1970-4,1974-3,1974-11,10.246531,10.246531,-,35.5219917,135.5039556
103,JAPAN,JP -13,TAKAHAMA-2,PWR,M (3-loop),2440,826,780,KEPCO,MHI,1971-3,1975-1,1975-11,15.82591877,15.82591877,-,35.5219917,135.5039556
104,JAPAN,JP -29,TAKAHAMA-3,PWR,M (3-loop),2660,870,830,KEPCO,MHI,1980-12,1984-5,1985-1,50.71485284,50.71485284,DS,35.5219917,135.5039556
105,JAPAN,JP -30,TAKAHAMA-4,PWR,M (3-loop),2660,870,830,KEPCO,MHI,1981-3,1984-11,1985-6,43.18284089,43.18284089,DS,35.5219917,135.5039556
106,USA,US -390,WATTS BAR-1,PWR,WH 4LP (ICECND,3459,1210,1157,TVA,WH,1973-7,1996-2,1996-5,90.15155674,90.20899644,-,35.60278,84.78944
107,USA,US -391,WATTS BAR-2,PWR,WH 4LP (ICECND,3411,1218,1164,TVA,WH,1973-9,2016-6,2016-10,79.77857281,79.77857281,-,35.60278,84.78944
108,JAPAN,JP -34,TSURUGA-2,PWR,M (4-loop),3411,1160,1108,JAPCO,MHI,1982-11,1986-6,1987-2,9.625159647,9.625159647,-,35.75194,136.01889
109,JAPAN,JP -21,TOKAI-2,BWR,BWR-5,3293,1100,1060,JAPCO,GE,1973-10,1978-3,1978-11,7.293125116,9.22055611,-,36.466389,140.606667
110,CHINA,CN -30,HAIYANG-1,PWR,AP-1000,3415,1250,1170,SDNPC,WH,2009-9,2018-8,2018-10,96.13201467,96.93254434,-,36.7083,121.383
111,CHINA,CN -31,HAIYANG-2,PWR,AP-1000,3415,1250,1170,SDNPC,WH,2010-6,2018-10,2019-1,97.37662452,98.42821879,-,36.7083,121.383
112,JAPAN,JP -48,SHIKA-1,BWR,BWR-5,1593,540,505,HOKURIKU,HITACHI,1989-7,1993-1,1993-7,8.714748734,8.714839104,-,37.06111,136.72639
113,JAPAN,JP -59,SHIKA-2,BWR,ABWR,3926,1206,1108,HOKURIKU,HITACHI,2001-8,2005-7,2006-3,10.54743671,10.54787949,-,37.06111,136.72639
114,"KOREA, REP. OF",KR -9,HANUL-1,PWR,France CPI,2775,1008,966,KHNP,FRAM,1983-1,1988-4,1988-9,83.70676158,83.8791218,-,37.09278,129.38361
115,"KOREA, REP. OF",KR -10,HANUL-2,PWR,France CPI,2775,1010,967,KHNP,FRAM,1983-7,1989-4,1989-9,85.31163192,85.45920255,-,37.09278,129.38361
116,"KOREA, REP. OF",KR -13,HANUL-3,PWR,OPR-1000,2825,1049,997,KHNP,DHICKOPC,1993-7,1998-1,1998-8,78.73521548,78.93080905,-,37.09278,129.38361
117,"KOREA, REP. OF",KR -14,HANUL-4,PWR,OPR-1000,2825,1053,999,KHNP,DHICKOPC,1993-11,1998-12,1999-12,70.60200613,70.73196285,-,37.09278,129.38361
118,"KOREA, REP. OF",KR -19,HANUL-5,PWR,OPR-1000,2825,1048,998,KHNP,DHICKOPC,1999-10,2003-12,2004-7,86.80000251,87.06647519,-,37.09278,129.38361
119,"KOREA, REP. OF",KR -20,HANUL-6,PWR,OPR-1000,2825,1048,997,KHNP,DHICKOPC,2000-9,2005-1,2005-4,87.3243279,87.49249532,-,37.09278,129.38361
120,USA,US -280,SURRY-1,PWR,WH 3LP (DRYSUB,2587,890,838,DOMINION,WH,1968-6,1972-7,1972-12,91.54393977,91.73781877,-,37.16556,76.69778
121,USA,US -281,SURRY-2,PWR,WH 3LP (DRYSUB,2587,890,838,DOMINION,WH,1968-6,1973-3,1973-5,92.0257205,92.0257205,-,37.16556,76.69778
122,USA,US -338,NORTH ANNA-1,PWR,WH 3LP (DRYSUB,2940,990,948,DOMINION,WH,1971-2,1978-4,1978-6,90.41042662,92.62035019,-,38.06056,77.78944
123,USA,US -339,NORTH ANNA-2,PWR,WH 3LP (DRYSUB,2940,1011,944,DOMINION,WH,1971-2,1980-8,1980-12,89.93699586,92.46143362,-,38.06056,77.78944
124,USA,US -482,WOLF CREEK,PWR,WH 4LP (DRYAMB,3565,1285,1200,WCNOC,WH,1977-5,1985-6,1985-9,83.30943572,83.30943572,-,38.23889,95.68889
125,JAPAN,JP -54,ONAGAWA-2,BWR,BWR-5,2436,825,796,TOHOKU,TOSHIBA,1991-4,1994-12,1995-7,8.435347431,13.14974379,-,38.40111,141.49972
126,JAPAN,JP -57,ONAGAWA-3,BWR,BWR-5,2436,825,796,TOHOKU,TOSHIBA,1998-1,2001-5,2002-1,9.253848136,14.24793366,-,38.40111,141.49972
127,USA,US -317,CALVERT CLIFFS-1,PWR,CE 2LP (DRYAMB,2737,918,877,EXELON,CE,1968-6,1975-1,1975-5,94.19535764,94.33723775,-,38.43194,76.44222
128,USA,US -318,CALVERT CLIFFS-2,PWR,CE 2LP (DRYAMB,2737,911,855,EXELON,CE,1968-6,1976-12,1977-4,95.24467481,95.30149438,-,38.43194,76.44222
129,USA,US -483,CALLAWAY-1,PWR,WH 4LP (DRYAMB,3565,1275,1215,AmerenUE,WH,1975-9,1984-10,1984-12,89.5682159,89.5682159,-,38.76167,91.78
130,SPAIN,ES -10,COFRENTES,BWR,BWR-6 (Mark 3),3237,1102,1064,ID,GE,1975-9,1984-10,1985-3,89.67937534,90.79710863,-,39.21667,1.05
131,USA,US -272,SALEM-1,PWR,WH 4LP (DRYAMB,3459,1254,1169,PSEG,WH,1968-9,1976-12,1977-6,89.00409245,89.17337394,-,39.46278,75.53556
132,USA,US -311,SALEM-2,PWR,WH 4LP (DRYAMB,3459,1200,1158,PSEG,WH,1968-9,1981-6,1981-10,90.2126201,90.25093201,-,39.46278,75.53556
133,USA,US -354,HOPE CREEK-1,BWR,BWR-4 (Mark 1),3840,1240,1172,PSEG,GE,1976-3,1986-8,1986-12,93.32229233,93.32229233,-,39.46778,75.53806
134,USA,US -277,PEACH BOTTOM-2,BWR,BWR-4 (Mark 1),3951,1412,1300,EXELON,GE,1968-1,1974-2,1974-7,96.12996808,96.12996808,-,39.75833,76.26806
135,USA,US -278,PEACH BOTTOM-3,BWR,BWR-4 (Mark 1),3951,1412,1331,EXELON,GE,1968-1,1974-9,1974-12,95.62784371,95.62784371,-,39.75833,76.26806
136,CHINA,CN -16,HONGYANHE-1,PWR,CPR-1000,2905,1119,1061,LHNPC,DEC,2007-8,2013-2,2013-6,87.39252927,88.245902,-,39.79583,121.48056
137,CHINA,CN -17,HONGYANHE-2,PWR,CPR-1000,2905,1119,1061,LHNPC,DEC,2008-3,2013-11,2014-5,84.89457589,85.88508475,-,39.79583,121.48056
138,CHINA,CN -26,HONGYANHE-3,PWR,CPR-1000,2905,1119,1061,LHNPC,DEC,2009-3,2015-3,2015-8,88.01625328,89.25637496,-,39.79583,121.48056
139,CHINA,CN -27,HONGYANHE-4,PWR,CPR-1000,2905,1119,1061,LHNPC,DEC,2009-8,2016-4,2016-6,88.62394606,89.69287651,-,39.79583,121.48056
140,SPAIN,ES -6,ALMARAZ-1,PWR,WH 3LP,2947,1049,1011,CNAT,WH,1973-7,1981-5,1983-9,88.21677836,89.50197992,-,39.80806,5.69694
141,SPAIN,ES -7,ALMARAZ-2,PWR,WH 3LP,2947,1044,1006,CNAT,WH,1973-7,1983-10,1984-7,88.15527434,89.25206612,-,39.80806,5.69694
142,USA,US -461,CLINTON-1,BWR,BWR-6 (Mark 3),3473,1098,1062,EXELON,GE,1975-10,1987-4,1987-11,93.70064696,93.70064696,-,40.17222,88.835
143,USA,US -352,LIMERICK-1,BWR,BWR-4 (Mark 2),3515,1194,1134,EXELON,GE,1974-6,1985-4,1986-2,95.22771819,95.22771819,-,40.22667,75.58722
144,USA,US -353,LIMERICK-2,BWR,BWR-4 (Mark 2),3515,1194,1134,EXELON,GE,1974-6,1989-9,1990-1,94.69563746,94.69563746,-,40.22667,75.58722
145,USA,US -334,BEAVER VALLEY-1,PWR,WH 3LP (DRYSUB,2900,959,908,FENOC,WH,1970-6,1976-6,1976-10,93.09818229,93.09818229,-,40.62333,80.43056
146,USA,US -412,BEAVER VALLEY-2,PWR,WH 3LP (DRYSUB,2900,958,905,FENOC,WH,1974-5,1987-8,1987-11,93.929357,93.929357,-,40.62333,80.43056
147,SPAIN,ES -11,TRILLO-1,PWR,PWR 3 loops,3010,1066,1003,CNAT,KWU,1979-8,1988-5,1988-8,89.22287423,90.25152887,-,40.70111,2.62194
148,SPAIN,ES -16,VANDELLOS-2,PWR,WH 3LP,2941,1087,1045,ANAV,WH,1980-12,1987-12,1988-3,83.47542524,84.72960972,-,40.951389,0.866667
149,USA,US -387,SUSQUEHANNA-1,BWR,BWR-4 (Mark 2),3952,1330,1257,PPL_SUSQ,GE,1973-11,1982-11,1983-6,87.92841858,87.92841858,-,41.08889,76.14889
150,USA,US -388,SUSQUEHANNA-2,BWR,BWR-4 (Mark 2),3952,1330,1257,PPL_SUSQ,GE,1973-11,1984-7,1985-2,89.9799912,89.9799912,-,41.08889,76.14889
